ENTERPRISEID,CUSTOMERENTERPRISEID,CLIENTENTERPRISEID,CLIENTLOCATIONENTERPRISEID,SECURITYPROVIDERENTERPRISEID,GUARDQUALIFICATIONENTERPRISEID,SERVICELINECURRENTENTERPRISEID,WORKORDERTERMINATIONREASONENTERPRISEID,NUMBER,FULFILLMENTTYPE,CLASS,CATEGORY,POSITION,BILLINGCODE,STARTDATE,ENDDATE,DATECREATEDUTC,DATEMODIFIEDUTC
D6A4DDFB-E583-4723-B0C7-895E10C03ACB,Psrm-CUS080009,Psrm-ODS-C0000725,Psrm-ODS-CL0061961,Psrm-ODS-V0002065,Psrm-WOGQ000003,Psrm-ODSSL000012,,T2065.27630,Subcontractor1099,Terminated,Temporary,Off Duty 4,N/A,2023-10-01T21:00:00Z,2023-10-01T21:00:00Z,2023-10-03T13:01:00-07:00,2023-10-03T13:01:00-07:00
4802BD52-D77B-4744-9188-3858803553B8,Psrm-CUS080009,Psrm-ODS-C0000780,Psrm-ODS-CL0061963,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,T1994.17479,Direct,Revised,Long Term,Off Duty 2,N/A,2023-08-31T00:00:00Z,,2023-01-12T00:46:00-08:00,2023-08-30T12:54:00-07:00
7D20DCAC-2244-4238-8C48-9DB40A650686,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0062061,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L2506.25912,MSP,Terminated,Long Term,Off Duty,368713,2023-09-13T22:00:00Z,2023-09-13T22:00:00Z,2023-09-15T13:01:00-07:00,2023-09-15T13:01:00-07:00
E198713B-17DA-4DE2-92F6-43800AF63F14,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0062061,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L2506.25913,MSP,Terminated,Long Term,Off Duty 2,368713,2023-09-14T18:00:00Z,2023-09-14T18:00:00Z,2023-09-16T13:00:00-07:00,2023-09-16T13:00:00-07:00
B463007E-DA69-48CD-A073-86CA042C383E,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0062061,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L2506.25914,MSP,Terminated,Long Term,Off Duty 3,368713,2023-09-14T18:00:00Z,2023-09-14T18:00:00Z,2023-09-16T13:01:00-07:00,2023-09-16T13:01:00-07:00
EE4D9A08-D9A9-455E-9F7F-62F4762FFBE2,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0062061,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000001,L2506.29358,MSP,Terminated,Long Term,Off Duty 15,368713,2023-09-29T22:00:00Z,2023-09-29T22:00:00Z,2023-10-03T13:01:00-07:00,2023-10-03T13:01:00-07:00
7745B18D-E0D2-4984-84C7-0DEA6576EE66,Psrm-CUS080009,Psrm-ODS-C0000627,Psrm-ODS-CL0062083,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,T1994.20130,Direct,Revised,Temporary,Off Duty 13,N/A,2023-09-12T20:00:00Z,,2023-02-24T21:58:00-08:00,2023-09-11T16:05:00-07:00
AC48B70A-EBC5-478F-9CB1-0B10AB8A3E96,Psrm-CUS080009,Psrm-ODS-C0001043,Psrm-ODS-CL0062094,Psrm-ODS-V0006407,Psrm-WOGQ000003,Psrm-ODSSL000012,,L6407.18073,Subcontractor1099,Revised,Long Term,Off Duty 10,N/A,2023-06-24T20:00:00Z,,2023-01-20T16:03:00-08:00,2023-06-24T03:20:00-07:00
2C2FF96F-300B-49A0-8643-9B5D20A8BC44,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0062112,Psrm-ODS-V0002074,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2074.24824,Subcontractor1099,Revised,Long Term,Off Duty,Vendor 994940,2023-11-04T12:00:00Z,,2023-05-31T21:17:00-07:00,2023-10-31T16:08:00-07:00
42D9B71F-CEEB-4C87-A179-3538ADA9FA0F,Psrm-CUS080009,Psrm-ODS-C0000817,Psrm-ODS-CL0062143,Psrm-ODS-V0002074,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000004,T2074.17804,Subcontractor1099,Terminated,Temporary,Off Duty 10,N/A,2023-09-12T00:00:00Z,2023-09-12T00:00:00Z,2023-09-13T13:01:00-07:00,2023-09-13T13:01:00-07:00
9BE814B7-E0B6-4E5C-90EC-7B0956028CED,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062154,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,T1994.16791,Direct,Revised,Temporary,Off Duty,B0702127744 | 151690,2023-01-09T00:00:00Z,2023-12-31T23:59:00Z,2023-01-09T03:00:00-08:00,2023-01-09T03:00:00-08:00
B55EA7ED-60FB-4A47-94DC-D90933F648D9,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062157,Psrm-ODS-V0005353,Psrm-WOGQ000002,Psrm-ODSSL000018,,L5353.26132,MSP,New,Long Term,Guard 1,B0703749828 | 142712,2023-06-30T08:30:00Z,,2023-06-30T19:53:00-07:00,2023-06-30T19:53:00-07:00
BF98D503-E2C1-400B-87A4-7631FC75086F,Psrm-CUS080009,Psrm-ODS-C0001027,Psrm-ODS-CL0062168,Psrm-ODS-V0005484,Psrm-WOGQ000003,Psrm-ODSSL000012,,L5484.21588,Subcontractor1099,Revised,Long Term,Off Duty,N/A,2023-06-27T09:00:00Z,,2023-03-27T19:13:00-07:00,2023-06-26T22:18:00-07:00
3A77FA05-C4FD-4D19-8849-434A1C6D0C97,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062342,Psrm-ODS-V0005353,Psrm-WOGQ000002,Psrm-ODSSL000018,,L5353.24742,MSP,Revised,Long Term,Guard 1,B0703741554 | 143080,2023-06-24T08:00:00Z,,2023-05-30T15:53:00-07:00,2023-06-23T22:07:00-07:00
8D7C5C9F-B4C5-4D1A-8FB5-74E11E1375C0,Psrm-CUS080009,Psrm-ODS-C0001043,Psrm-ODS-CL0062343,Psrm-ODS-V0004809,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000003,T4809.29394,Subcontractor1099,Terminated,Temporary,Off Duty 4,N/A,2023-09-17T00:30:00Z,2023-09-17T00:30:00Z,2023-09-23T13:00:00-07:00,2023-09-23T13:00:00-07:00
0D606950-E776-4537-A8F0-C27F1DDCD51E,Psrm-CUS080009,Psrm-ODS-C0001043,Psrm-ODS-CL0062343,Psrm-ODS-V0004809,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000003,T4809.29405,Subcontractor1099,Terminated,Temporary,Off Duty 5,N/A,2023-09-17T00:30:00Z,2023-09-17T00:30:00Z,2023-09-23T13:05:00-07:00,2023-09-23T13:05:00-07:00
2C603177-C380-40C3-81B7-B1A632320AD3,Psrm-CUS080009,Psrm-ODS-C0000927,Psrm-ODS-CL0062384,Psrm-ODS-V0006754,Psrm-WOGQ000003,Psrm-ODSSL000012,,L6754.23583,MSP,Revised,Long Term,Off Duty 3,PO#:00021-0000174659,2023-06-27T09:00:00Z,,2023-05-03T18:03:00-07:00,2023-06-26T20:08:00-07:00
A9DEC6EC-537A-405B-B112-43A2BE66E997,Psrm-CUS080009,Psrm-ODS-C0001189,Psrm-ODS-CL0062394,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,E1994.28274,Direct,Terminated,Emergency,Off Duty 2,N/A,2023-08-25T00:00:00Z,2023-08-25T00:00:00Z,2023-08-26T13:01:00-07:00,2023-08-26T13:01:00-07:00
A8010B75-9D0B-4812-BBF2-AD20CBDE4200,Psrm-CUS080009,Psrm-ODS-C0001189,Psrm-ODS-CL0062394,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,T5353.28418,MSP,Terminated,Temporary,Guard 1,N/A,2023-08-25T08:00:00Z,2023-08-25T08:00:00Z,2023-08-26T13:01:00-07:00,2023-08-26T13:01:00-07:00
9E9E0989-C348-4229-8FD2-F155BEF171A2,Psrm-CUS080009,Psrm-ODS-C0001189,Psrm-ODS-CL0062394,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,T5353.28463,MSP,Terminated,Temporary,Guard 1,N/A,2023-08-27T08:00:00Z,2023-08-27T08:00:00Z,2023-08-28T13:00:00-07:00,2023-08-28T13:00:00-07:00
F8476B67-BCD5-4B09-90FB-D7051BD9B9CB,Psrm-CUS080009,Psrm-ODS-C0001189,Psrm-ODS-CL0062394,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,T1994.28273,Direct,Terminated,Temporary,Off Duty,N/A,2023-09-06T00:00:00Z,2023-09-06T00:00:00Z,2023-09-07T13:01:00-07:00,2023-09-07T13:01:00-07:00
F38420BF-0878-48F5-B6C9-F53B75FB2CB3,Psrm-CUS080009,Psrm-ODS-C0001027,Psrm-ODS-CL0062532,Psrm-ODS-V0005484,Psrm-WOGQ000003,Psrm-ODSSL000012,,L5484.21591,Subcontractor1099,Revised,Long Term,Off Duty,N/A,2023-06-27T09:00:00Z,,2023-03-27T19:18:00-07:00,2023-06-26T22:16:00-07:00
353A2E05-B771-44D3-892B-B79F21F3BC31,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062577,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.16772,Direct,Revised,Long Term,Off Duty 3,B0703740734 | 142289,2023-01-09T00:00:00Z,,2023-01-09T03:00:00-08:00,2023-01-09T03:00:00-08:00
4C6D1E95-D325-4982-89C2-B29AB035289C,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062596,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,T1994.16756,Direct,Revised,Temporary,Off Duty,B0702117437 | 150370,2023-01-09T00:00:00Z,2023-12-31T23:59:00Z,2023-01-09T03:00:00-08:00,2023-01-09T03:00:00-08:00
E2B95535-5F51-4EF0-A8A0-9CD4A23F6FA4,Psrm-CUS080009,Psrm-ODS-C0000627,Psrm-ODS-CL0062616,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000004,T5353.20551,MSP,Terminated,Temporary,Off Duty,N/A,2023-09-25T00:00:00Z,2023-09-25T00:00:00Z,2023-09-26T13:01:00-07:00,2023-09-26T13:01:00-07:00
CDDCD90B-5FBB-4023-A91D-3B4AC24583BC,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062622,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,L5353.19197,MSP,Revised,Long Term,Off Duty 15,B0703115468 | 150156,2023-06-24T08:00:00Z,,2023-02-08T16:38:00-08:00,2023-06-23T22:16:00-07:00
D1343940-7833-4721-A98E-9B4CD8A3770E,Psrm-CUS080009,Psrm-ODS-C0001063,Psrm-ODS-CL0062628,Psrm-ODS-V0005745,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000001,T5745.22581,MSP,Terminated,Temporary,Off Duty,First Reviewer Email: mkhughes@ups.com Location & ship to: CODEN972472,2023-08-31T05:00:00Z,2023-08-31T05:00:00Z,2023-09-01T13:00:00-07:00,2023-09-01T13:00:00-07:00
731041B6-88B6-42A8-BBB5-A4AA898E53FE,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062675,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000004,T5353.25041,MSP,Terminated,Long Term,Guard 1,B0703121467 | 151354,2023-09-12T17:30:00Z,2023-09-12T17:30:00Z,2023-09-14T13:01:00-07:00,2023-09-14T13:01:00-07:00
528CCADE-0D52-4137-B4C7-42D01DF32D9F,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062675,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,T5353.28147,MSP,Terminated,Temporary,Guard 2,B0703121467 | 151354,2023-09-29T17:30:00Z,2023-09-29T17:30:00Z,2023-10-01T13:05:00-07:00,2023-10-01T13:05:00-07:00
E14CC2F4-34DB-41C6-8240-5896AE6E7473,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0062685,Psrm-ODS-V0002317,Psrm-WOGQ000003,Psrm-ODSSL000012,,T2317.27952,MSP,Terminated,Temporary,Off Duty,B0802003227 | 151771,2023-08-26T17:30:00Z,2023-08-26T17:30:00Z,2023-08-27T13:01:00-07:00,2023-08-27T13:01:00-07:00
427ED74D-8227-4BA6-A516-490B6AADA761,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0062843,Psrm-ODS-V0004309,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000001,T4309.17152,MSP,Terminated,Long Term,Off Duty 2,N/A,2023-08-30T17:30:00Z,2023-08-30T17:30:00Z,2023-08-31T13:01:00-07:00,2023-08-31T13:01:00-07:00
3CF41329-1789-4C44-89E7-F1666D5CAAD0,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0062843,Psrm-ODS-V0004309,Psrm-WOGQ000003,Psrm-ODSSL000012,,L4309.32692,MSP,Terminated,Long Term,Off Duty 3,N/A,2023-08-30T17:30:00Z,2023-08-30T17:30:00Z,2023-11-03T13:00:00-07:00,2023-11-03T13:00:00-07:00
0D5F0158-BD9D-4137-A7A3-3DDC0AD6CCB4,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0062860,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.17366,Direct,Revised,Long Term,Off Duty,N/A,2023-09-01T08:00:00Z,,2023-01-09T19:13:00-08:00,2023-08-17T21:26:00-07:00
B947C7BB-47D8-40DA-B5AF-40973336C962,Psrm-CUS080009,Psrm-ODS-C0001030,Psrm-ODS-CL0062865,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.16930,Direct,Revised,Long Term,Off Duty,,2023-01-09T00:00:00Z,,2023-01-09T03:04:00-08:00,2023-01-09T03:04:00-08:00
150516CB-11C5-402B-B211-54039F8F9CA5,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0062917,Psrm-ODS-V0002014,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2014.26340,MSP,New,Long Term,Off Duty 6,N/A,2023-06-30T20:00:00Z,,2023-07-06T21:57:00-07:00,2023-07-06T21:57:00-07:00
A45D1B4D-F556-4E96-9353-CADDDBC9C488,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0062917,Psrm-ODS-V0002014,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2014.26338,MSP,Revised,Long Term,Off Duty 4,N/A,2023-09-16T18:00:00Z,,2023-07-06T21:55:00-07:00,2023-09-11T21:39:00-07:00
8BEC1E79-65B0-4DCD-A775-E4F95AF55653,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0062917,Psrm-ODS-V0002014,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2014.26339,MSP,Revised,Long Term,Off Duty 5,N/A,2023-09-16T20:00:00Z,,2023-07-06T21:56:00-07:00,2023-09-11T21:41:00-07:00
99A74623-0037-4F96-94CA-B910F5250199,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0062923,Psrm-ODS-V0006585,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000001,T5422.15482,Subcontractor1099,Terminated,Long Term,Off Duty,Vendor #994940,2023-08-30T21:00:00Z,2023-08-30T21:00:00Z,2023-09-01T13:06:00-07:00,2023-09-01T13:06:00-07:00
65DC0530-53FF-42CD-8A03-E3C5D67EA99A,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0062924,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.17045,Direct,New,Long Term,Off Duty,,2021-07-29T00:00:00Z,,2022-12-16T00:19:00-08:00,2022-12-16T00:19:00-08:00
A9FE109A-C91F-45B9-BCF1-5B0FBDB14D3B,Psrm-CUS080009,Psrm-ODS-C0001051,Psrm-ODS-CL0062935,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000003,T1994.28164,Direct,Terminated,Temporary,Off Duty,cc 8710539 |,2023-08-23T17:30:00Z,2023-08-23T17:30:00Z,2023-08-24T13:01:00-07:00,2023-08-24T13:01:00-07:00
757B8E99-5BCC-4774-A1AB-21CA435D56D1,Psrm-CUS080009,Psrm-ODS-C0000756,Psrm-ODS-CL0062963,Psrm-ODS-V0005322,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000003,T5322.20205,MSP,Terminated,Temporary,Off Duty 14,N/A,2023-10-31T21:00:00Z,2023-10-31T21:00:00Z,2023-11-02T13:01:00-07:00,2023-11-02T13:01:00-07:00
A8FE3642-9C1C-44A6-90B4-A988C1985C0C,Psrm-CUS080009,Psrm-ODS-C0000756,Psrm-ODS-CL0062963,Psrm-ODS-V0005322,Psrm-WOGQ000003,Psrm-ODSSL000012,,T5322.14809,MSP,Revised,Temporary,Off Duty,N/A,2023-10-09T18:00:00Z,2024-01-01T06:00:00Z,2022-12-14T00:50:00-08:00,2023-10-09T18:41:00-07:00
D671E112-9C26-4A5E-BE4C-D616F74048CA,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0063017,Psrm-ODS-V0005727,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L5727.16675,Subcontractor1099,Terminated,Long Term,Off Duty 2,N/A,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,2023-10-04T13:01:00-07:00,2023-10-04T13:01:00-07:00
F4C7A572-FEFA-47DB-AC97-F5A7DD24EDDE,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0063017,Psrm-ODS-V0005727,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L5727.15300,Subcontractor1099,Terminated,Long Term,Off Duty,N/A,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,2023-10-04T13:00:00-07:00,2023-10-04T13:00:00-07:00
E0832254-443F-445D-8C34-E231EF723EFA,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0063106,Psrm-ODS-V0002337,Psrm-WOGQ000003,Psrm-ODSSL000012,,T2337.19309,MSP,Revised,Temporary,Off Duty,N/A,2023-06-24T07:00:00Z,,2023-02-09T18:31:00-08:00,2023-06-23T21:24:00-07:00
9BE8D936-AEF4-47C4-97AB-A5FCCE0C534C,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0063106,Psrm-ODS-V0002338,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000001,T2338.25853,MSP,Terminated,Temporary,Off Duty 2,N/A,2023-08-31T00:00:00Z,2023-08-31T00:00:00Z,2023-09-01T13:01:00-07:00,2023-09-01T13:01:00-07:00
21F418B2-E3B9-4A77-ADF2-19CB7CB69443,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0063138,Psrm-ODS-V0005724,Psrm-WOGQ000003,Psrm-ODSSL000012,,L5724.16676,Subcontractor1099,Revised,Long Term,Off Duty 2,N/A,2023-06-30T19:00:00Z,,2022-12-13T18:13:00-08:00,2023-06-26T13:57:00-07:00
D81F7344-950E-4781-A3D0-4F408DC8F56D,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0063138,Psrm-ODS-V0005724,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000004,T5724.15375,Subcontractor1099,Terminated,Temporary,Off Duty,N/A,2023-09-18T00:00:00Z,2023-09-18T00:00:00Z,2023-09-20T13:01:00-07:00,2023-09-20T13:01:00-07:00
1073C6F1-103F-4094-9973-1F3B13D15CEC,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0063149,Psrm-ODS-V0003050,Psrm-WOGQ000003,Psrm-ODSSL000012,,L3050.28430,Subcontractor1099,Terminated,Long Term,Off Duty 3,Billing Code Requested,2023-11-04T12:30:00Z,2023-11-04T12:30:00Z,2023-11-05T13:01:00-08:00,2023-11-05T13:01:00-08:00
E4EF0B53-108C-4226-AF7D-8CF69C1F7739,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0063201,Psrm-ODS-V0004809,Psrm-WOGQ000003,Psrm-ODSSL000012,,L4809.22444,Subcontractor1099,Revised,Long Term,Off Duty 2,Vendor 994940,2023-06-24T06:00:00Z,,2023-04-13T20:18:00-07:00,2023-06-24T03:53:00-07:00
F48D5D17-5FA9-4AC7-9023-EA10891B2819,Psrm-CUS080009,Psrm-ODS-C0000781,Psrm-ODS-CL0063223,Psrm-ODS-V0005365,Psrm-WOGQ000003,Psrm-ODSSL000012,,L5365.15185,Subcontractor1099,Revised,Long Term,Off Duty,N/A,2023-06-30T20:00:00Z,,2022-12-14T01:05:00-08:00,2023-06-26T14:11:00-07:00
F87D0C3F-DF5B-432F-AFDD-6C787AB96BE0,Psrm-CUS080009,Psrm-ODS-C0000627,Psrm-ODS-CL0063247,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.22674,Direct,Revised,Long Term,Off Duty 10,N/A,2023-04-19T00:00:00Z,,2023-04-18T15:25:00-07:00,2023-04-18T18:19:00-07:00
A130566D-378C-4234-A6FA-5173498AEFA1,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0063255,Psrm-ODS-V0002744,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2744.25401,Subcontractor1099,Revised,Long Term,Off Duty 1,N/A,2023-06-18T06:00:00Z,,2023-06-14T20:04:00-07:00,2023-06-15T20:24:00-07:00
20778609-3AAE-479C-AB4E-D8A279541EA4,Psrm-CUS080009,Psrm-ODS-C0001070,Psrm-ODS-CL0063255,Psrm-ODS-V0002744,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2744.25400,Subcontractor1099,Revised,Long Term,Off Duty,N/A,2023-06-18T06:00:00Z,,2023-06-14T20:03:00-07:00,2023-06-15T20:24:00-07:00
CA3635B8-271A-4A39-8433-0910F5461A98,Psrm-CUS080009,Psrm-ODS-C0001074,Psrm-ODS-CL0063287,Psrm-ODS-V0005322,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L5322.19389,MSP,Terminated,Long Term,Off Duty,10004270,2023-10-01T17:30:00Z,2023-10-01T17:30:00Z,2023-10-02T13:01:00-07:00,2023-10-02T13:01:00-07:00
46EC0078-E7E5-4E20-9E94-B058E94753CB,Psrm-CUS080009,Psrm-ODS-C0000627,Psrm-ODS-CL0063324,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000001,T5353.20408,MSP,Terminated,Temporary,Guard,Billing Code Requested,2023-08-27T04:00:00Z,2023-08-27T04:00:00Z,2023-08-30T13:05:00-07:00,2023-08-30T13:05:00-07:00
4534C24A-EEBC-4992-B8CC-3CDD03768702,Psrm-CUS080009,Psrm-ODS-C0000627,Psrm-ODS-CL0063324,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.16878,Direct,Revised,Long Term,Off Duty,N/A,2023-10-13T20:00:00Z,,2023-01-09T03:02:00-08:00,2023-10-04T19:42:00-07:00
F60B15F7-6761-4BB6-B208-2AC7B1B3817A,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0063350,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,L5353.26442,MSP,Revised,Long Term,Guard 1,B0703132081 | 158068,2023-07-10T08:00:00Z,,2023-07-10T14:32:00-07:00,2023-07-10T14:35:00-07:00
9CA5FC2A-73A9-4B64-AC83-94F26F5517FC,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0063373,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000001,T5353.27284,MSP,Terminated,Temporary,Guard 1,B0662389844 | 160910,2023-08-29T17:00:00Z,2023-08-29T17:00:00Z,2023-08-30T13:01:00-07:00,2023-08-30T13:01:00-07:00
F5B0F01F-B1C3-44C6-8B51-84B8771C5110,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0063373,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,,L5353.28558,MSP,New,Long Term,Guard 2,B0662389844 | 160910,2023-08-14T08:30:00Z,,2023-08-29T20:11:00-07:00,2023-08-29T20:11:00-07:00
5FDEECEC-54CB-4C31-BF44-996480B8CE75,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0063406,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,Psrm-ODS-WOTR000005,L2506.25910,MSP,Terminated,Long Term,Off Duty,368713,2023-09-14T18:00:00Z,2023-09-14T18:00:00Z,2023-09-16T13:01:00-07:00,2023-09-16T13:01:00-07:00
1BAB1FC3-03D5-4234-9C01-453C5DBBD01E,Psrm-CUS080009,Psrm-ODS-C0000986,Psrm-ODS-CL0063406,Psrm-ODS-V0002506,Psrm-WOGQ000003,Psrm-ODSSL000012,,L2506.29357,MSP,Terminated,Long Term,Off Duty 15,368713,2023-09-14T18:00:00Z,2023-09-14T18:00:00Z,2023-09-16T13:01:00-07:00,2023-09-16T13:01:00-07:00
A8286919-4F23-49AE-9861-421883CD660C,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0063613,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000004,T5353.27615,MSP,Terminated,Temporary,Guard 2,B0703741059 | 158958,2023-09-11T17:30:00Z,2023-09-11T17:30:00Z,2023-09-13T13:01:00-07:00,2023-09-13T13:01:00-07:00
7C0B1B9B-7F2B-401D-99B5-E290F0B73C1B,Psrm-CUS080009,Psrm-ODS-C0000872,Psrm-ODS-CL0063613,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000004,T5353.17884,MSP,Terminated,Long Term,Guard 1,B0703741059 | 158958,2023-09-11T17:30:00Z,2023-09-11T17:30:00Z,2023-09-13T13:01:00-07:00,2023-09-13T13:01:00-07:00
71DD227F-0F66-40AC-A55D-F15CA6205728,Psrm-CUS080009,Psrm-ODS-C0001030,Psrm-ODS-CL0063710,Psrm-ODS-V0001994,Psrm-WOGQ000003,Psrm-ODSSL000012,,L1994.18552,Direct,Revised,Long Term,Off Duty,N/A,2023-07-19T00:00:00Z,,2023-01-26T22:15:00-08:00,2023-07-18T15:10:00-07:00
6B57E01D-AA11-4279-A6AE-29B7CE33D04F,Psrm-CUS080009,Psrm-ODS-C0001030,Psrm-ODS-CL0063710,Psrm-ODS-V0005353,Psrm-WOGQ000001,Psrm-ODSSL000018,Psrm-ODS-WOTR000007,T5353.25982,MSP,Terminated,Temporary,Guard 1,N/A,2023-10-10T23:00:00Z,2023-10-10T23:00:00Z,2023-10-12T13:06:00-07:00,2023-10-12T13:06:00-07:00
